文件	段号	段内偏移	编码	字符串
stage13.stg	1	0x2	big5	創業王企業
stage13.stg	2	0x2	big5	單菱商社
stage13.stg	3	0x4	big5	合併廠
stage13.stg	44	0xB	ascii	/`x(
stage13.stg	55	0x4	big5	合併廠
stage13.stg	73	0xB	ascii	EP~2
stage13.stg	79	0xB	ascii	E3>6
stage13.stg	81	0xB	ascii	E6KU
stage13.stg	107	0x4	big5	矽礦場
stage13.stg	130	0xB	ascii	CG}E
stage13.stg	137	0xB	ascii	C&~E
stage13.stg	145	0x2	big5	耐急企業
stage13.stg	146	0x4	big5	矽礦場
stage13.stg	161	0x4	big5	煤碳場
stage13.stg	176	0x4	big5	鐵礦場
stage13.stg	191	0x4	big5	砂土場
stage13.stg	206	0x4	big5	木材場
stage13.stg	217	0x4	big5	化物場
stage13.stg	232	0x2	big5	風力富企業
stage13.stg	233	0x2	big5	七十一企業
stage13.stg	234	0x2	big5	微硬公司
stage13.stg	235	0x2	big5	敗耳企業
stage13.stg	236	0x2	big5	大牧場企業
stage13.stg	237	0x4	big5	小商場
stage13.stg	237	0x0	ascii	0014
stage13.stg	251	0x4	big5	中工廠
stage13.stg	251	0x0	ascii	0013
stage13.stg	284	0x4	big5	木材場
stage13.stg	284	0x0	ascii	0012
stage13.stg	313	0x2	big5	農產公司
stage13.stg	314	0x4	big5	小商場
stage13.stg	314	0x0	ascii	0014
stage13.stg	328	0x4	big5	中工廠
stage13.stg	328	0x0	ascii	0013
stage13.stg	361	0x2	big5	資源產業
stage13.stg	362	0x4	big5	砂土場
stage13.stg	379	0x2	big5	木造實業
stage13.stg	380	0x4	big5	砂土場
stage13.stg	380	0x0	ascii	0017
stage13.stg	397	0x2	big5	文房企業
stage13.stg	398	0x4	big5	小商場
stage13.stg	398	0x0	ascii	0013
stage13.stg	400	0x4	big5	小工廠
stage13.stg	400	0x0	ascii	0012
stage13.stg	402	0x4	big5	合併廠
stage13.stg	414	0xB	ascii	W^n 
stage13.stg	442	0x2	big5	全電子企業
stage13.stg	443	0x4	big5	小商場
stage13.stg	456	0x4	big5	中商場
stage13.stg	456	0x0	ascii	0021
stage13.stg	480	0x4	big5	小工廠
stage13.stg	511	0x4	big5	鐵礦場
stage13.stg	511	0x0	ascii	0019
stage13.stg	521	0xB	ascii	8`Q\t
stage13.stg	527	0xB	ascii	8`Q\t
stage13.stg	534	0x2	big5	小家電公司
stage13.stg	535	0x4	big5	小工廠
stage13.stg	535	0x0	ascii	0021
stage13.stg	563	0x4	big5	化物場
stage13.stg	591	0x2	big5	大矽谷產業
stage13.stg	592	0x4	big5	木材場
stage13.stg	592	0x0	ascii	0014
stage13.stg	609	0x2	big5	陶藝企業
stage13.stg	610	0x2	big5	書香企業
stage13.stg	611	0x4	big5	小工廠
stage13.stg	611	0x0	ascii	0012
stage13.stg	640	0x4	big5	小商場
stage13.stg	664	0x2	big5	有巢氏實業
stage13.stg	665	0x4	big5	小工廠
stage13.stg	665	0x0	ascii	0017
stage13.stg	691	0x4	big5	木材場
stage13.stg	691	0x0	ascii	0016
stage13.stg	707	0x2	big5	精工企業
stage13.stg	708	0x4	big5	中工廠
stage13.stg	708	0x0	ascii	0013
stage13.stg	741	0x4	big5	油礦場
stage13.stg	741	0x0	ascii	0012
stage13.stg	762	0x4	big5	化物場
stage13.stg	784	0x2	big5	加樂福企業
stage13.stg	785	0x4	big5	中工廠
stage13.stg	785	0x0	ascii	0013
stage13.stg	817	0x4	big5	砂土場
stage13.stg	817	0x0	ascii	0012
stage14.stg	0	0xC	ascii	Map13
stage14.stg	1	0x2	big5	創業王企業
stage14.stg	2	0x4	big5	合併廠
stage14.stg	40	0xB	ascii	^AY$
stage14.stg	129	0x2	big5	單菱商社
stage14.stg	130	0x4	big5	合併廠
stage14.stg	130	0x0	ascii	0012
stage14.stg	168	0xB	ascii	YtO"
stage14.stg	179	0xB	ascii	X,kc
stage14.stg	214	0x4	big5	鋁礦場
stage14.stg	225	0x4	big5	合併廠
stage14.stg	238	0xB	ascii	6C0!
stage14.stg	246	0x4	big5	化物場
stage14.stg	272	0x4	big5	煤碳場
stage14.stg	298	0x4	big5	油礦場
stage14.stg	324	0x4	big5	矽礦場
stage14.stg	364	0x4	big5	鐵礦場
stage14.stg	396	0x4	big5	砂土場
stage14.stg	424	0x4	big5	木材場
stage14.stg	432	0xB	ascii	'@=E
stage14.stg	433	0xB	ascii	'@!B
stage14.stg	439	0xB	ascii	'@|L
stage14.stg	470	0x2	big5	耐急企業
stage14.stg	471	0x2	big5	風力富企業
stage14.stg	472	0x4	big5	合併廠
stage14.stg	602	0x2	big5	七十一企業
stage14.stg	603	0x4	big5	小商場
stage14.stg	627	0x4	big5	小商場
stage14.stg	653	0x4	big5	小商場
stage14.stg	678	0x4	big5	小商場
stage14.stg	704	0x4	big5	小商場
stage14.stg	729	0x4	big5	小商場
stage14.stg	754	0x4	big5	小商場
stage14.stg	780	0x2	big5	微硬公司
stage14.stg	781	0x2	big5	敗耳企業
stage14.stg	782	0x2	big5	大牧場企業
stage14.stg	783	0x4	big5	小商場
stage14.stg	797	0x4	big5	小工廠
stage14.stg	829	0x4	big5	木材場
stage14.stg	836	0xB	ascii	4N8\t
stage14.stg	852	0x4	big5	砂土場
stage14.stg	881	0x2	big5	農產公司
stage14.stg	882	0x4	big5	小商場
stage14.stg	895	0x4	big5	大工廠
stage14.stg	927	0x4	big5	砂土場
stage14.stg	944	0x4	big5	煤碳場
stage14.stg	966	0x4	big5	鐵礦場
stage14.stg	989	0x2	big5	資源產業
stage14.stg	990	0x4	big5	砂土場
stage14.stg	1013	0x4	big5	煤碳場
stage14.stg	1030	0x4	big5	小工廠
stage14.stg	1063	0x4	big5	小工廠
stage14.stg	1094	0x4	big5	油礦場
stage14.stg	1116	0x2	big5	木造實業
stage14.stg	1117	0x4	big5	化物場
stage14.stg	1119	0x4	big5	小工廠
stage14.stg	1121	0x4	big5	大工廠
stage14.stg	1149	0x4	big5	中工廠
stage14.stg	1173	0x2	big5	文房企業
stage14.stg	1174	0x4	big5	鐵礦場
stage14.stg	1191	0x4	big5	小商場
stage14.stg	1205	0x4	big5	小工廠
stage14.stg	1237	0x4	big5	矽礦場
stage14.stg	1247	0xB	ascii	JCt\t
stage14.stg	1254	0x4	big5	砂土場
stage14.stg	1271	0x4	big5	煤碳場
stage14.stg	1300	0x4	big5	小工廠
stage14.stg	1324	0x2	big5	全電子企業
stage14.stg	1325	0x4	big5	小商場
stage14.stg	1327	0x4	big5	砂土場
stage14.stg	1350	0x4	big5	木材場
stage14.stg	1372	0x4	big5	油礦場
stage14.stg	1400	0x4	big5	中工廠
stage14.stg	1433	0x4	big5	矽礦場
stage14.stg	1449	0x4	big5	鐵礦場
stage14.stg	1472	0x4	big5	化物場
stage14.stg	1488	0x2	big5	小家電公司
stage14.stg	1489	0x4	big5	化物場
stage14.stg	1512	0x4	big5	中工廠
stage14.stg	1545	0x4	big5	矽礦場
stage14.stg	1558	0xB	ascii	HCl\t
stage14.stg	1560	0xB	ascii	HCl\t
stage14.stg	1562	0x2	big5	大矽谷產業
stage14.stg	1563	0x4	big5	砂土場
stage14.stg	1586	0x4	big5	木材場
stage14.stg	1595	0xB	ascii	`Nc\t
stage14.stg	1599	0xB	ascii	`Nc\t
stage14.stg	1600	0xB	ascii	`Nc\t
stage14.stg	1603	0x2	big5	陶藝企業
stage14.stg	1604	0x4	big5	木材場
stage14.stg	1616	0xB	ascii	6Nj\t
stage14.stg	1621	0x4	big5	小工廠
stage14.stg	1654	0x4	big5	小工廠
stage14.stg	1686	0x4	big5	小商場
stage14.stg	1700	0x4	big5	鐵礦場
stage14.stg	1713	0xB	ascii	Crx\t
stage14.stg	1719	0xB	ascii	Crx\t
stage14.stg	1723	0xB	ascii	Crx\t
stage14.stg	1728	0x4	big5	大工廠
stage14.stg	1787	0x4	big5	小商場
stage14.stg	1801	0x2	big5	書香企業
stage14.stg	1802	0x4	big5	木材場
stage14.stg	1819	0x4	big5	中工廠
stage14.stg	1871	0x4	big5	中商場
stage14.stg	1895	0x4	big5	砂土場
stage14.stg	1911	0x4	big5	小商場
stage14.stg	1935	0x4	big5	鐵礦場
stage14.stg	1964	0x2	big5	有巢氏實業
stage14.stg	1965	0x4	big5	小商場
stage14.stg	1979	0x4	big5	小工廠
stage14.stg	2010	0x4	big5	鐵礦場
stage14.stg	2027	0x4	big5	油礦場
stage14.stg	2044	0x4	big5	大工廠
stage14.stg	2103	0x4	big5	砂土場
stage14.stg	2130	0x2	big5	精工企業
stage14.stg	2131	0x4	big5	小工廠
stage14.stg	2162	0x4	big5	鐵礦場
stage14.stg	2185	0x4	big5	矽礦場
stage14.stg	2202	0x4	big5	木材場
stage14.stg	2219	0x4	big5	煤碳場
stage14.stg	2242	0x2	big5	加樂福企業
stage14.stg	2243	0x4	big5	合併廠
stage14.stg	2294	0x4	big5	化物場
stage14.stg	2321	0x4	big5	木材場
stage14.stg	2332	0xB	ascii	_N_\t
stage14.stg	2344	0x4	big5	砂土場
stage14.stg	2361	0x4	big5	油礦場
stage14.stg	2372	0xB	ascii	Urq\t
stage14.stg	2375	0xB	ascii	Urq\t
staget0.stg	0	0xC	ascii	Map00
staget0.stg	1	0x2	big5	創業王企業
staget0.stg	2	0x2	big5	單菱商社
staget0.stg	3	0x2	big5	耐急企業
staget0.stg	4	0x2	big5	風力富企業
staget0.stg	5	0x2	big5	七十一企業
staget0.stg	6	0x2	big5	微硬公司
staget0.stg	7	0x2	big5	敗耳企業
staget0.stg	8	0x2	big5	大牧場企業
staget0.stg	9	0x2	big5	農產公司
staget0.stg	10	0x2	big5	資源產業
staget0.stg	11	0x2	big5	木造實業
staget0.stg	12	0x2	big5	文房企業
staget0.stg	13	0x2	big5	全電子企業
staget0.stg	14	0x2	big5	小家電公司
staget0.stg	15	0x2	big5	大矽谷產業
staget0.stg	16	0x2	big5	陶藝企業
staget0.stg	17	0x2	big5	書香企業
staget0.stg	18	0x2	big5	有巢氏實業
staget0.stg	19	0x2	big5	精工企業
staget0.stg	20	0x2	big5	加樂福企業
staget1.stg	0	0xC	ascii	Map00
staget1.stg	1	0x2	big5	創業王企業
staget1.stg	2	0x4	big5	木材場
staget1.stg	4	0x2	big5	單菱商社
staget1.stg	5	0x2	big5	耐急企業
staget1.stg	6	0x2	big5	風力富企業
staget1.stg	7	0x2	big5	七十一企業
staget1.stg	8	0x2	big5	微硬公司
staget1.stg	9	0x2	big5	敗耳企業
staget1.stg	10	0x2	big5	大牧場企業
staget1.stg	11	0x2	big5	農產公司
staget1.stg	12	0x2	big5	資源產業
staget1.stg	13	0x2	big5	木造實業
staget1.stg	14	0x2	big5	文房企業
staget1.stg	15	0x2	big5	全電子企業
staget1.stg	16	0x2	big5	小家電公司
staget1.stg	17	0x2	big5	大矽谷產業
staget1.stg	18	0x2	big5	陶藝企業
staget1.stg	19	0x2	big5	書香企業
staget1.stg	20	0x2	big5	有巢氏實業
staget1.stg	21	0x2	big5	精工企業
staget1.stg	22	0x2	big5	加樂福企業
staget2.stg	0	0xC	ascii	Map00
staget2.stg	1	0x2	big5	創業王企業
staget2.stg	2	0x4	big5	木材場
staget2.stg	33	0x2	big5	單菱商社
staget2.stg	34	0x2	big5	耐急企業
staget2.stg	35	0x2	big5	風力富企業
staget2.stg	36	0x2	big5	七十一企業
staget2.stg	37	0x2	big5	微硬公司
staget2.stg	38	0x2	big5	敗耳企業
staget2.stg	39	0x2	big5	大牧場企業
staget2.stg	40	0x2	big5	農產公司
staget2.stg	41	0x2	big5	資源產業
staget2.stg	42	0x2	big5	木造實業
staget2.stg	43	0x2	big5	文房企業
staget2.stg	44	0x2	big5	全電子企業
staget2.stg	45	0x2	big5	小家電公司
staget2.stg	46	0x2	big5	大矽谷產業
staget2.stg	47	0x2	big5	陶藝企業
staget2.stg	48	0x2	big5	書香企業
staget2.stg	49	0x2	big5	有巢氏實業
staget2.stg	50	0x2	big5	精工企業
staget2.stg	51	0x2	big5	加樂福企業
staget3.stg	0	0xC	ascii	Map00
staget3.stg	1	0x2	big5	創業王企業
staget3.stg	2	0x4	big5	合併廠
staget3.stg	66	0x2	big5	單菱商社
staget3.stg	67	0x4	big5	鋁礦場
staget3.stg	96	0x2	big5	耐急企業
staget3.stg	97	0x2	big5	風力富企業
staget3.stg	98	0x2	big5	七十一企業
staget3.stg	99	0x2	big5	微硬公司
staget3.stg	100	0x2	big5	敗耳企業
staget3.stg	101	0x2	big5	大牧場企業
staget3.stg	102	0x2	big5	農產公司
staget3.stg	103	0x2	big5	資源產業
staget3.stg	104	0x2	big5	木造實業
staget3.stg	105	0x2	big5	文房企業
staget3.stg	106	0x2	big5	全電子企業
staget3.stg	107	0x2	big5	小家電公司
staget3.stg	108	0x2	big5	大矽谷產業
staget3.stg	109	0x2	big5	陶藝企業
staget3.stg	110	0x2	big5	書香企業
staget3.stg	111	0x2	big5	有巢氏實業
staget3.stg	112	0x2	big5	精工企業
staget3.stg	113	0x2	big5	加樂福企業
staget4.stg	0	0xC	ascii	Map00
staget4.stg	1	0x2	big5	創業王企業
staget4.stg	2	0x4	big5	合併廠
staget4.stg	12	0xB	ascii	`5nY
staget4.stg	21	0xB	ascii	`[3\
staget4.stg	28	0xB	ascii	a.tE
staget4.stg	30	0xB	ascii	aHNU
staget4.stg	34	0xB	ascii	a}]E
staget4.stg	37	0xB	ascii	a(;H
staget4.stg	96	0x2	big5	單菱商社
staget4.stg	97	0x4	big5	鋁礦場
staget4.stg	126	0x2	big5	耐急企業
staget4.stg	127	0x2	big5	風力富企業
staget4.stg	128	0x2	big5	七十一企業
staget4.stg	129	0x2	big5	微硬公司
staget4.stg	130	0x2	big5	敗耳企業
staget4.stg	131	0x2	big5	大牧場企業
staget4.stg	132	0x2	big5	農產公司
staget4.stg	133	0x2	big5	資源產業
staget4.stg	134	0x2	big5	木造實業
staget4.stg	135	0x2	big5	文房企業
staget4.stg	136	0x2	big5	全電子企業
staget4.stg	137	0x2	big5	小家電公司
staget4.stg	138	0x2	big5	大矽谷產業
staget4.stg	139	0x2	big5	陶藝企業
staget4.stg	140	0x2	big5	書香企業
staget4.stg	141	0x2	big5	有巢氏實業
staget4.stg	142	0x2	big5	精工企業
staget4.stg	143	0x2	big5	加樂福企業
staget5.stg	0	0xC	ascii	Map00
staget5.stg	1	0x2	big5	創業王企業
staget5.stg	2	0x4	big5	合併廠
staget5.stg	30	0xB	ascii	P\cv
staget5.stg	95	0xB	ascii	a(;H
staget5.stg	98	0xB	ascii	a}]E
staget5.stg	102	0xB	ascii	aHNU
staget5.stg	104	0xB	ascii	a.tE
staget5.stg	111	0xB	ascii	`[3\
staget5.stg	120	0xB	ascii	`5nY
staget5.stg	125	0x2	big5	單菱商社
staget5.stg	126	0x4	big5	鐵礦場
staget5.stg	148	0x4	big5	砂土場
staget5.stg	177	0x4	big5	鋁礦場
staget5.stg	184	0xB	ascii	9x|9
staget5.stg	206	0x2	big5	耐急企業
staget5.stg	207	0x2	big5	風力富企業
staget5.stg	208	0x2	big5	七十一企業
staget5.stg	209	0x2	big5	微硬公司
staget5.stg	210	0x2	big5	敗耳企業
staget5.stg	211	0x2	big5	大牧場企業
staget5.stg	212	0x2	big5	農產公司
staget5.stg	213	0x2	big5	資源產業
staget5.stg	214	0x2	big5	木造實業
staget5.stg	215	0x2	big5	文房企業
staget5.stg	216	0x2	big5	全電子企業
staget5.stg	217	0x2	big5	小家電公司
staget5.stg	218	0x2	big5	大矽谷產業
staget5.stg	219	0x2	big5	陶藝企業
staget5.stg	220	0x2	big5	書香企業
staget5.stg	221	0x2	big5	有巢氏實業
staget5.stg	222	0x2	big5	精工企業
staget5.stg	223	0x2	big5	加樂福企業
