文件	行号	内容
fact_profit_info.h	4	UNUSE_OBJ3,
fact_profit_info.h	5	UNUSE_OBJ4,
fact_profit_info.h	6	UNUSE_OBJ5,
fact_profit_info.h	7	UNUSE_OBJ6,
fact_profit_info.h	8	UNUSE_OBJ7,
fact_profit_info.h	9	UNUSE_OBJ8,
fact_profit_info.h	10	UNUSE_OBJ9,
fact_profit_info.h	11	UNUSE_OBJ10,
fact_profit_info.h	12	UNUSE_OBJ11,
fact_profit_info.h	13	UNUSE_OBJ12,
fact_profit_info.h	14	UNUSE_OBJ13,
fact_profit_info.h	15	UNUSE_OBJ14,
fact_profit_info.h	16	UNUSE_OBJ15,
fact_profit_info.h	17	UNUSE_OBJ16,
fact_profit_info.h	18	UNUSE_OBJ17,
fact_profit_info.h	19	UNUSE_OBJ18,
fact_profit_info.h	20	UNUSE_OBJ19,
fact_profit_info.h	21	UNUSE_OBJ20,
fact_profit_info.h	22	UNUSE_OBJ21,
fact_profit_info.h	23	UNUSE_OBJ22,
fact_profit_info.h	24	UNUSE_OBJ23,
fact_profit_info.h	25	BTN_EXIT,
fact_profit_info.h	26	UNUSE_OBJ25,
fact_profit_info.h	27	UNUSE_OBJ26,
fact_profit_info.h	28	UNUSE_OBJ27,
fact_profit_info.h	29	UNUSE_OBJ28,
fact_profit_info.h	30	UNUSE_OBJ29,
fact_profit_info.h	31	UNUSE_OBJ30,
fact_profit_info.h	32	UNUSE_OBJ31,
fact_profit_info.h	33	UNUSE_OBJ32,
fact_profit_info.h	34	BTN_MONTH,
fact_profit_info.h	35	BTN_SEASON,
fact_profit_info.h	36	BTN_YEAR,
fact_profit_info.h	37	UNUSE_OBJ36,
fact_profit_info.h	38	SCROLL_1,
fact_profit_info.h	39	PB_BAR,
fact_profit_info.h	40	PM_BAR,
fact_profit_info.h	41	PP_BAR,
fact_profit_info.h	42	PI_BAR,
fact_profit_info.h	43	PO_BAR,
fact_profit_info.h	44	PR_BAR,
fact_profit_info.h	45	PS_BAR,
fact_profit_info.h	46	NB_BAR,
fact_profit_info.h	47	NM_BAR,
fact_profit_info.h	48	NP_BAR,
fact_profit_info.h	49	NI_BAR,
fact_profit_info.h	50	NO_BAR,
fact_profit_info.h	51	NR_BAR,
fact_profit_info.h	52	NS_BAR,
fact_profit_info.h	53	COMPANY_NAME,
fact_profit_info.h	54	PROD_01,
fact_profit_info.h	55	PROD_02,
fact_profit_info.h	56	PROD_03,
fact_profit_info.h	57	PROD_04,
fact_profit_info.h	58	PROD_05,
fact_profit_info.h	59	PROD_06,
fact_profit_info.h	60	PROD_07,
fact_profit_info.h	61	PROD_08,
fact_profit_info.h	62	PROD_09,
fact_profit_info.h	63	PROD_10,
fact_profit_info.h	64	PROD_11,
fact_profit_info.h	65	PROD_12,
fact_profit_info.h	66	PB_01,
fact_profit_info.h	67	PB_02,
fact_profit_info.h	68	PB_03,
fact_profit_info.h	69	PB_04,
fact_profit_info.h	70	PB_05,
fact_profit_info.h	71	PB_06,
fact_profit_info.h	72	PB_07,
fact_profit_info.h	73	PB_08,
fact_profit_info.h	74	PB_09,
fact_profit_info.h	75	PB_10,
fact_profit_info.h	76	PB_11,
fact_profit_info.h	77	PB_12,
fact_profit_info.h	78	PM_01,
fact_profit_info.h	79	PM_02,
fact_profit_info.h	80	PM_03,
fact_profit_info.h	81	PM_04,
fact_profit_info.h	82	PM_05,
fact_profit_info.h	83	PM_06,
fact_profit_info.h	84	PM_07,
fact_profit_info.h	85	PM_08,
fact_profit_info.h	86	PM_09,
fact_profit_info.h	87	PM_10,
fact_profit_info.h	88	PM_11,
fact_profit_info.h	89	PM_12,
fact_profit_info.h	90	PP_01,
fact_profit_info.h	91	PP_02,
fact_profit_info.h	92	PP_03,
fact_profit_info.h	93	PP_04,
fact_profit_info.h	94	PP_05,
fact_profit_info.h	95	PP_06,
fact_profit_info.h	96	PP_07,
fact_profit_info.h	97	PP_08,
fact_profit_info.h	98	PP_09,
fact_profit_info.h	99	PP_10,
fact_profit_info.h	100	PP_11,
fact_profit_info.h	101	PP_12,
fact_profit_info.h	102	UNUSE_OBJ101,
fact_profit_info.h	103	PI_01,
fact_profit_info.h	104	PI_02,
fact_profit_info.h	105	PI_03,
fact_profit_info.h	106	PI_04,
fact_profit_info.h	107	PI_05,
fact_profit_info.h	108	PI_06,
fact_profit_info.h	109	PI_07,
fact_profit_info.h	110	PI_08,
fact_profit_info.h	111	PI_09,
fact_profit_info.h	112	PI_10,
fact_profit_info.h	113	PI_11,
fact_profit_info.h	114	PI_12,
fact_profit_info.h	115	PO_01,
fact_profit_info.h	116	PO_02,
fact_profit_info.h	117	PO_03,
fact_profit_info.h	118	PO_04,
fact_profit_info.h	119	PO_05,
fact_profit_info.h	120	PO_06,
fact_profit_info.h	121	PO_07,
fact_profit_info.h	122	PO_08,
fact_profit_info.h	123	PO_09,
fact_profit_info.h	124	PO_10,
fact_profit_info.h	125	PO_11,
fact_profit_info.h	126	PO_12,
fact_profit_info.h	127	PR_01,
fact_profit_info.h	128	PR_02,
fact_profit_info.h	129	PR_03,
fact_profit_info.h	130	PR_04,
fact_profit_info.h	131	PR_05,
fact_profit_info.h	132	PR_06,
fact_profit_info.h	133	PR_07,
fact_profit_info.h	134	PR_08,
fact_profit_info.h	135	PR_09,
fact_profit_info.h	136	PR_10,
fact_profit_info.h	137	PR_11,
fact_profit_info.h	138	PR_12,
fact_profit_info.h	139	PS_01,
fact_profit_info.h	140	PS_02,
fact_profit_info.h	141	PS_03,
fact_profit_info.h	142	PS_04,
fact_profit_info.h	143	PS_05,
fact_profit_info.h	144	PS_06,
fact_profit_info.h	145	PS_07,
fact_profit_info.h	146	PS_08,
fact_profit_info.h	147	PS_09,
fact_profit_info.h	148	PS_10,
fact_profit_info.h	149	PS_11,
fact_profit_info.h	150	PS_12,
fact_profit_info.h	151	NB_01,
fact_profit_info.h	152	NB_02,
fact_profit_info.h	153	NB_03,
fact_profit_info.h	154	NB_04,
fact_profit_info.h	155	NB_05,
fact_profit_info.h	156	NB_06,
fact_profit_info.h	157	NB_07,
fact_profit_info.h	158	NB_08,
fact_profit_info.h	159	NB_09,
fact_profit_info.h	160	NB_10,
fact_profit_info.h	161	NB_11,
fact_profit_info.h	162	NB_12,
fact_profit_info.h	163	NM_01,
fact_profit_info.h	164	NM_02,
fact_profit_info.h	165	NM_03,
fact_profit_info.h	166	NM_04,
fact_profit_info.h	167	NM_05,
fact_profit_info.h	168	NM_06,
fact_profit_info.h	169	NM_07,
fact_profit_info.h	170	NM_08,
fact_profit_info.h	171	NM_09,
fact_profit_info.h	172	NM_10,
fact_profit_info.h	173	NM_11,
fact_profit_info.h	174	NM_12,
fact_profit_info.h	175	NP_01,
fact_profit_info.h	176	NP_02,
fact_profit_info.h	177	NP_03,
fact_profit_info.h	178	NP_04,
fact_profit_info.h	179	NP_05,
fact_profit_info.h	180	NP_06,
fact_profit_info.h	181	NP_07,
fact_profit_info.h	182	NP_08,
fact_profit_info.h	183	NP_09,
fact_profit_info.h	184	NP_10,
fact_profit_info.h	185	NP_11,
fact_profit_info.h	186	NP_12,
fact_profit_info.h	187	NI_01,
fact_profit_info.h	188	NI_02,
fact_profit_info.h	189	NI_03,
fact_profit_info.h	190	NI_04,
fact_profit_info.h	191	NI_05,
fact_profit_info.h	192	NI_06,
fact_profit_info.h	193	NI_07,
fact_profit_info.h	194	NI_08,
fact_profit_info.h	195	NI_09,
fact_profit_info.h	196	NI_10,
fact_profit_info.h	197	NI_11,
fact_profit_info.h	198	NI_12,
fact_profit_info.h	199	NO_01,
fact_profit_info.h	200	NO_02,
fact_profit_info.h	201	NO_03,
fact_profit_info.h	202	NO_04,
fact_profit_info.h	203	NO_05,
fact_profit_info.h	204	NO_06,
fact_profit_info.h	205	NO_07,
fact_profit_info.h	206	NO_08,
fact_profit_info.h	207	NO_09,
fact_profit_info.h	208	NO_10,
fact_profit_info.h	209	NO_11,
fact_profit_info.h	210	NO_12,
fact_profit_info.h	211	NR_01,
fact_profit_info.h	212	NR_02,
fact_profit_info.h	213	NR_03,
fact_profit_info.h	214	NR_04,
fact_profit_info.h	215	NR_05,
fact_profit_info.h	216	NR_06,
fact_profit_info.h	217	NR_07,
fact_profit_info.h	218	NR_08,
fact_profit_info.h	219	NR_09,
fact_profit_info.h	220	NR_10,
fact_profit_info.h	221	NR_11,
fact_profit_info.h	222	NR_12,
fact_profit_info.h	223	NS_01,
fact_profit_info.h	224	NS_02,
fact_profit_info.h	225	NS_03,
fact_profit_info.h	226	NS_04,
fact_profit_info.h	227	NS_05,
fact_profit_info.h	228	NS_06,
fact_profit_info.h	229	NS_07,
fact_profit_info.h	230	NS_08,
fact_profit_info.h	231	NS_09,
fact_profit_info.h	232	NS_10,
fact_profit_info.h	233	NS_11,
fact_profit_info.h	234	NS_12,
fact_profit_info.h	235	PB_SUM,
fact_profit_info.h	236	PM_SUM,
fact_profit_info.h	237	PP_SUM,
fact_profit_info.h	238	PI_SUM,
fact_profit_info.h	239	PO_SUM,
fact_profit_info.h	240	PR_SUM,
fact_profit_info.h	241	PS_SUM,
fact_profit_info.h	242	NB_SUM,
fact_profit_info.h	243	NM_SUM,
fact_profit_info.h	244	NP_SUM,
fact_profit_info.h	245	NI_SUM,
fact_profit_info.h	246	NO_SUM,
fact_profit_info.h	247	NR_SUM,
fact_profit_info.h	248	NS_SUM
fact_profit_info.h	249	};
factinf.h	1	enum {
factinf.h	2	UNUSE_OBJ1,
factinf.h	3	UNUSE_OBJ2,
factinf.h	4	UNUSE_OBJ3,
factinf.h	5	UNUSE_OBJ4,
factinf.h	6	UNUSE_OBJ5,
factinf.h	7	UNUSE_OBJ6,
factinf.h	8	UNUSE_OBJ7,
factinf.h	9	SCROLL1,
factinf.h	10	BTN_YEAR,
factinf.h	11	UNUSE_OBJ10,
factinf.h	12	BTN_SEASON,
factinf.h	13	BTN_MONTH,
factinf.h	14	UNUSE_OBJ13
factinf.h	15	};
factinf_board.h	1	enum {
factinf_board.h	2	UNUSE_OBJ1,
factinf_board.h	3	UNUSE_OBJ2,
factinf_board.h	4	UNUSE_OBJ3,
factinf_board.h	5	UNUSE_OBJ4,
factinf_board.h	6	UNUSE_OBJ5,
factinf_board.h	7	UNUSE_OBJ6,
factinf_board.h	8	UNUSE_OBJ7,
factinf_board.h	9	UNUSE_OBJ8,
factinf_board.h	10	UNUSE_OBJ9,
factinf_board.h	11	UNUSE_OBJ10,
factinf_board.h	12	UNUSE_OBJ11,
factinf_board.h	13	UNUSE_OBJ12,
factinf_board.h	14	UNUSE_OBJ13,
factinf_board.h	15	UNUSE_OBJ14,
factinf_board.h	16	UNUSE_OBJ15,
factinf_board.h	17	UNUSE_OBJ16,
factinf_board.h	18	UNUSE_OBJ17,
factinf_board.h	19	UNUSE_OBJ18,
factinf_board.h	20	UNUSE_OBJ19,
factinf_board.h	21	SHOW_ITEM,
factinf_board.h	22	SHOW_QUALITY,
factinf_board.h	23	SHOW_QUANTITY,
factinf_board.h	24	UNUSE_OBJ23,
factinf_board.h	25	SHOW_COST,
factinf_board.h	26	FROM_MADE,
factinf_board.h	27	FROM_BUY,
factinf_board.h	28	BULK_PRICE,
factinf_board.h	29	RETAIL_PRICE,
factinf_board.h	30	PROD_DETIAL,
factinf_board.h	31	BTN_REMOVE,
factinf_board.h	32	OWNERDRAW1,
factinf_board.h	33	TXT_SHOW_DROP,
factinf_board.h	34	SHOW_DROP,
factinf_board.h	35	TXT_WAITING_GOODS,
factinf_board.h	36	WAITING_GOODS,
factinf_board.h	37	TXT_COMMING_GOODS,
factinf_board.h	38	COMMING_GOODS,
factinf_board.h	39	TXT_5TRADE,
factinf_board.h	40	TRADE_1,
factinf_board.h	41	TRADE_2,
factinf_board.h	42	TRADE_3,
factinf_board.h	43	TRADE_4,
factinf_board.h	44	TRADE_5,
factinf_board.h	45	BULK_PERCENT,
factinf_board.h	46	RETAIL_PERCENT,
factinf_board.h	47	COST_PERCENT
factinf_board.h	48	};
factinf_buy.h	1	enum {
factinf_buy.h	2	UNUSE_OBJ1,
factinf_buy.h	3	UNUSE_OBJ2,
factinf_buy.h	4	UNUSE_OBJ3,
factinf_buy.h	5	BTN_BOARD,
factinf_buy.h	6	BTN_ADD
factinf_buy.h	7	};
factinf_chart.h	1	enum {
factinf_chart.h	2	UNUSE_OBJ1,
factinf_chart.h	3	UNUSE_OBJ2,
factinf_chart.h	4	UNUSE_OBJ3,
factinf_chart.h	5	UNUSE_OBJ4,
factinf_chart.h	6	UNUSE_OBJ5,
factinf_chart.h	7	BTN_EXIT,
factinf_chart.h	8	UNUSE_OBJ7,
factinf_chart.h	9	UNUSE_OBJ8,
factinf_chart.h	10	UNUSE_OBJ9,
factinf_chart.h	11	UNUSE_OBJ10,
factinf_chart.h	12	UNUSE_OBJ11,
factinf_chart.h	13	UNUSE_OBJ12,
factinf_chart.h	14	UNUSE_OBJ13,
factinf_chart.h	15	UNUSE_OBJ14,
factinf_chart.h	16	UNUSE_OBJ15,
factinf_chart.h	17	IN1_1,
factinf_chart.h	18	IN1_2,
factinf_chart.h	19	IN2_1,
factinf_chart.h	20	IN2_2,
factinf_chart.h	21	IN3_1,
factinf_chart.h	22	IN3_2,
factinf_chart.h	23	OUT1_1,
factinf_chart.h	24	OUT1_2,
factinf_chart.h	25	OUT2_1,
factinf_chart.h	26	OUT2_2,
factinf_chart.h	27	OUT3_1,
factinf_chart.h	28	OUT3_2,
factinf_chart.h	29	INOUT1,
factinf_chart.h	30	INOUT2,
factinf_chart.h	31	UNUSE_OBJ30,
factinf_chart.h	32	UNUSE_OBJ31
factinf_chart.h	33	};
factinf_clrsel.h	1	enum {
factinf_clrsel.h	2	CLR_0,
factinf_clrsel.h	3	CLR_1,
factinf_clrsel.h	4	CLR_2,
factinf_clrsel.h	5	CLR_3,
factinf_clrsel.h	6	CLR_4,
factinf_clrsel.h	7	CLR_5,
factinf_clrsel.h	8	CLR_6,
factinf_clrsel.h	9	CLR_7
factinf_clrsel.h	10	};
factinf_dorm.h	1	enum {
factinf_dorm.h	2	UNUSE_OBJ1,
factinf_dorm.h	3	UNUSE_OBJ2,
factinf_dorm.h	4	UNUSE_OBJ3,
factinf_dorm.h	5	UNUSE_OBJ4,
factinf_dorm.h	6	UNUSE_OBJ5,
factinf_dorm.h	7	UNUSE_OBJ6,
factinf_dorm.h	8	UNUSE_OBJ7,
factinf_dorm.h	9	UNUSE_OBJ8,
factinf_dorm.h	10	UNUSE_OBJ9,
factinf_dorm.h	11	UNUSE_OBJ10,
factinf_dorm.h	12	UNUSE_OBJ11,
factinf_dorm.h	13	UNUSE_OBJ12,
factinf_dorm.h	14	UNUSE_OBJ13,
factinf_dorm.h	15	UNUSE_OBJ14,
factinf_dorm.h	16	UNUSE_OBJ15,
factinf_dorm.h	17	SHOW_DORM_NUM,
factinf_dorm.h	18	UNUSE_OBJ17,
factinf_dorm.h	19	SHOW_USER_NUM_TOTAL,
factinf_dorm.h	20	SHOW_USER_NUM_NOW,
factinf_dorm.h	21	BTN_REMOVE
factinf_dorm.h	22	};
factinf_mine.h	1	enum {
factinf_mine.h	2	UNUSE_OBJ1,
factinf_mine.h	3	UNUSE_OBJ2,
factinf_mine.h	4	UNUSE_OBJ3,
factinf_mine.h	5	UNUSE_OBJ4,
factinf_mine.h	6	UNUSE_OBJ5,
factinf_mine.h	7	UNUSE_OBJ6,
factinf_mine.h	8	UNUSE_OBJ7,
factinf_mine.h	9	LINE1,
factinf_mine.h	10	LINE2,
factinf_mine.h	11	LINE3,
factinf_mine.h	12	UNUSE_OBJ11,
factinf_mine.h	13	UNUSE_OBJ12,
factinf_mine.h	14	UNUSE_OBJ13,
factinf_mine.h	15	SHOW_NAME,
factinf_mine.h	16	SHOW_QUALITY,
factinf_mine.h	17	SHOW_QUANTITY,
factinf_mine.h	18	BTN_MINE_PIC
factinf_mine.h	19	};
factinf_port.h	1	enum {
factinf_port.h	2	UNUSE_OBJ1,
factinf_port.h	3	UNUSE_OBJ2,
factinf_port.h	4	UNUSE_OBJ3,
factinf_port.h	5	UNUSE_OBJ4,
factinf_port.h	6	UNUSE_OBJ5,
factinf_port.h	7	UNUSE_OBJ6,
factinf_port.h	8	UNUSE_OBJ7,
factinf_port.h	9	UNUSE_OBJ8,
factinf_port.h	10	UNUSE_OBJ9,
factinf_port.h	11	UNUSE_OBJ10,
factinf_port.h	12	UNUSE_OBJ11,
factinf_port.h	13	UNUSE_OBJ12,
factinf_port.h	14	BTN_REMOVE,
factinf_port.h	15	UNUSE_OBJ13,
factinf_port.h	16	UNUSE_OBJ15,
factinf_port.h	17	UNUSE_OBJ16,
factinf_port.h	18	UNUSE_OBJ17,
factinf_port.h	19	UNUSE_OBJ18,
factinf_port.h	20	SHOW_NAME,
factinf_port.h	21	PORT_SUM,
factinf_port.h	22	UNUSE_OBJ21,
factinf_port.h	23	PORT_TOTAL_SUM,
factinf_port.h	24	WORKER_SUM,
factinf_port.h	25	PROD_SUM,
factinf_port.h	26	WAIT_IN,
factinf_port.h	27	UNUSE_OBJ26,
factinf_port.h	28	UNUSE_OBJ27
factinf_port.h	29	};
factinf_pro.h	1	enum {
factinf_pro.h	2	UNUSE_OBJ1,
factinf_pro.h	3	UNUSE_OBJ2,
factinf_pro.h	4	UNUSE_OBJ3,
factinf_pro.h	5	UNUSE_OBJ4,
factinf_pro.h	6	UNUSE_OBJ5,
factinf_pro.h	7	UNUSE_OBJ6,
factinf_pro.h	8	UNUSE_OBJ7,
factinf_pro.h	9	UNUSE_OBJ8,
factinf_pro.h	10	UNUSE_OBJ9,
factinf_pro.h	11	UNUSE_OBJ10,
factinf_pro.h	12	UNUSE_OBJ11,
factinf_pro.h	13	UNUSE_OBJ12,
factinf_pro.h	14	UNUSE_OBJ13,
factinf_pro.h	15	UNUSE_OBJ14,
factinf_pro.h	16	UNUSE_OBJ15,
factinf_pro.h	17	UNUSE_OBJ16,
factinf_pro.h	18	SALE_TACTIC,
factinf_pro.h	19	RETAIL_TACTIC,
factinf_pro.h	20	BUY_TACTIC,
factinf_pro.h	21	CH_BOARD_CLR,
factinf_pro.h	22	CH_PORT_CLR,
factinf_pro.h	23	BULK_PRICE_DEC,
factinf_pro.h	24	BULK_PRICE_INC,
factinf_pro.h	25	BOARD_SUM,
factinf_pro.h	26	UNUSE_OBJ26,
factinf_pro.h	27	PROD_KINDS,
factinf_pro.h	28	UNUSE_OBJ28,
factinf_pro.h	29	UNUSE_OBJ29,
factinf_pro.h	30	PORT_PROD_KINDS,
factinf_pro.h	31	AVG_COST,
factinf_pro.h	32	UNUSE_OBJ32,
factinf_pro.h	33	SALE_FACT_SUM,
factinf_pro.h	34	RETAIL_PRICE_DEC,
factinf_pro.h	35	RETAIL_PRICE_INC,
factinf_pro.h	36	UNUSE_OBJ36,
factinf_pro.h	37	BULK_PRICE_PERCENT,
factinf_pro.h	38	UNUSE_OBJ38,
factinf_pro.h	39	RETAIL_MACHINE_SUM,
factinf_pro.h	40	UNUSE_OBJ40,
factinf_pro.h	41	RETAIL_PRICE_PERCENT,
factinf_pro.h	42	UNUSE_OBJ42,
factinf_pro.h	43	BUY_FACT_SUM,
factinf_pro.h	44	PROFIT,
factinf_pro.h	45	UNUSE_OBJ44,
factinf_pro.h	46	UNUSE_OBJ45,
factinf_pro.h	47	UNUSE_OBJ46,
factinf_pro.h	48	BUY_CONDITION,
factinf_pro.h	49	UNUSE_OBJ48,
factinf_pro.h	50	STORAGE,
factinf_pro.h	51	UNUSE_OBJ51,
factinf_pro.h	52	PORT_SUM,
factinf_pro.h	53	BTN_EXIT,
factinf_pro.h	54	BULK_PRICE,
factinf_pro.h	55	RETAIL_PRICE,
factinf_pro.h	56	BOARD_COLOR,
factinf_pro.h	57	PORT_COLOR
factinf_pro.h	58	};
factinf_profit.h	1	enum {
factinf_profit.h	2	UNUSE_OBJ1,
factinf_profit.h	3	UNUSE_OBJ2,
factinf_profit.h	4	UNUSE_OBJ3,
factinf_profit.h	5	BTN_BOARD,
factinf_profit.h	6	UNUSE_OBJ5,
factinf_profit.h	7	UNUSE_OBJ6,
factinf_profit.h	8	OLD_PROFIT_SUM,
factinf_profit.h	9	PROFIT_SUM
factinf_profit.h	10	};
factinf_retail.h	1	enum {
factinf_retail.h	2	UNUSE_OBJ1,
factinf_retail.h	3	UNUSE_OBJ2,
factinf_retail.h	4	UNUSE_OBJ3,
factinf_retail.h	5	BTN_BOARD
factinf_retail.h	6	};
factinf_sale.h	1	enum {
factinf_sale.h	2	UNUSE_OBJ1,
factinf_sale.h	3	UNUSE_OBJ2,
factinf_sale.h	4	UNUSE_OBJ3,
factinf_sale.h	5	BTN_BOARD
factinf_sale.h	6	};
famhall1.h	1	enum {
famhall1.h	2	UNUSE_OBJ1,
famhall1.h	3	UNUSE_OBJ2,
famhall1.h	4	UNUSE_OBJ3,
famhall1.h	5	UNUSE_OBJ4,
famhall1.h	6	UNUSE_OBJ5,
famhall1.h	7	UNUSE_OBJ12,
famhall1.h	8	UNUSE_OBJ6,
famhall1.h	9	UNUSE_OBJ7,
famhall1.h	10	UNUSE_OBJ8,
famhall1.h	11	UNUSE_OBJ9,
famhall1.h	12	UNUSE_OBJ10,
famhall1.h	13	UNUSE_OBJ11,
famhall1.h	14	UNUSE_OBJ13,
famhall1.h	15	UNUSE_OBJ14,
famhall1.h	16	UNUSE_OBJ15,
famhall1.h	17	UNUSE_OBJ16,
famhall1.h	18	UNUSE_OBJ17,
famhall1.h	19	UNUSE_OBJ18,
famhall1.h	20	UNUSE_OBJ19,
famhall1.h	21	UNUSE_OBJ20,
famhall1.h	22	UNUSE_OBJ21,
famhall1.h	23	UNUSE_OBJ22,
famhall1.h	24	UNUSE_OBJ23,
famhall1.h	25	UNUSE_OBJ24,
famhall1.h	26	UNUSE_OBJ25,
famhall1.h	27	UNUSE_OBJ26,
famhall1.h	28	UNUSE_OBJ27,
famhall1.h	29	UNUSE_OBJ28,
famhall1.h	30	UNUSE_OBJ29,
famhall1.h	31	UNUSE_OBJ30,
famhall1.h	32	UNUSE_OBJ31,
famhall1.h	33	UNUSE_OBJ32,
famhall1.h	34	UNUSE_OBJ33,
famhall1.h	35	UNUSE_OBJ34,
famhall1.h	36	QUEST_MODEL,
famhall1.h	37	FREE_MODEL,
famhall1.h	38	BTN_BACK
famhall1.h	39	};
famhall2.h	1	enum {
famhall2.h	2	UNUSE_OBJ1,
famhall2.h	3	UNUSE_OBJ2,
famhall2.h	4	UNUSE_OBJ3,
famhall2.h	5	UNUSE_OBJ4,
famhall2.h	6	UNUSE_OBJ5,
famhall2.h	7	UNUSE_OBJ6,
famhall2.h	8	UNUSE_OBJ7,
famhall2.h	9	UNUSE_OBJ8,
famhall2.h	10	UNUSE_OBJ9,
famhall2.h	11	UNUSE_OBJ10,
famhall2.h	12	UNUSE_OBJ11,
famhall2.h	13	UNUSE_OBJ12,
famhall2.h	14	UNUSE_OBJ13,
famhall2.h	15	UNUSE_OBJ14,
famhall2.h	16	UNUSE_OBJ15,
famhall2.h	17	UNUSE_OBJ16,
famhall2.h	18	UNUSE_OBJ17,
famhall2.h	19	UNUSE_OBJ18,
famhall2.h	20	UNUSE_OBJ19,
famhall2.h	21	UNUSE_OBJ20,
famhall2.h	22	UNUSE_OBJ21,
famhall2.h	23	UNUSE_OBJ22,
famhall2.h	24	UNUSE_OBJ23,
famhall2.h	25	UNUSE_OBJ24,
famhall2.h	26	UNUSE_OBJ25,
famhall2.h	27	UNUSE_OBJ26,
famhall2.h	28	UNUSE_OBJ27,
famhall2.h	29	UNUSE_OBJ28,
famhall2.h	30	UNUSE_OBJ29,
famhall2.h	31	UNUSE_OBJ30,
famhall2.h	32	UNUSE_OBJ31,
famhall2.h	33	UNUSE_OBJ32,
famhall2.h	34	UNUSE_OBJ33,
famhall2.h	35	UNUSE_OBJ34,
famhall2.h	36	QUEST_MODEL,
famhall2.h	37	FREE_MODEL,
famhall2.h	38	BTN_BACK
famhall2.h	39	};
forsale-mine.h	1	enum {
forsale-mine.h	2	BTN_FORSALE_MINE_BUY,
forsale-mine.h	3	SHOW_PRICE,
forsale-mine.h	4	SHOW_PRICE_NUM,
forsale-mine.h	5	SHOW_AREA,
forsale-mine.h	6	SHOW_AREA_NUM,
forsale-mine.h	7	SHOW_WATER,
forsale-mine.h	8	SHOW_WATER_NUM,
forsale-mine.h	9	SHOW_DIRT,
forsale-mine.h	10	SHOW_DIRT_NUM,
forsale-mine.h	11	SHOW_TYPE,
forsale-mine.h	12	SHOW_QUALITY,
forsale-mine.h	13	SHOW_TYPE_WORD,
forsale-mine.h	14	SHOW_QUALITY_NUM,
forsale-mine.h	15	SHOW_QUANTITY,
forsale-mine.h	16	SHOW_QUANTITY_NUM,
forsale-mine.h	17	BTN_PIC,
forsale-mine.h	18	BTN_TITLEBAR1,
forsale-mine.h	19	SHOW_NAME_BUILDING,
forsale-mine.h	20	SHOW_QUANTITY_BOX,
forsale-mine.h	21	UNUSE_OBJ20,
forsale-mine.h	22	UNUSE_OBJ21
forsale-mine.h	23	};
forsale.h	1	enum {
forsale.h	2	BTN_FORSALE_BUY,
forsale.h	3	SHOW_FORSALE_PRICE,
forsale.h	4	SHOW_FORSALE_AREA,
forsale.h	5	SHOW_FORSALE_WATER,
forsale.h	6	SHOW_FORSALE_DIRT,
forsale.h	7	SHOW_FORSALE_PRICE_NUM,
forsale.h	8	SHOW_FORSALE_AREA_NUM,
forsale.h	9	SHOW_FORSALE_WATER_NUM,
forsale.h	10	SHOW_FORSALE_DIRT_NUM,
forsale.h	11	BTN_FORSALE_PIC,
forsale.h	12	BTN_TITLEBAR,
forsale.h	13	SHOW_NAME_BUILDING1
forsale.h	14	};
freeplay.h	1	enum {
freeplay.h	2	UNUSE_OBJ1,
freeplay.h	3	UNUSE_OBJ2,
freeplay.h	4	UNUSE_OBJ3,
freeplay.h	5	UNUSE_OBJ4,
freeplay.h	6	UNUSE_OBJ115,
freeplay.h	7	UNUSE_OBJ6,
freeplay.h	8	UNUSE_OBJ7,
freeplay.h	9	UNUSE_OBJ8,
freeplay.h	10	UNUSE_OBJ9,
freeplay.h	11	UNUSE_OBJ10,
freeplay.h	12	UNUSE_OBJ11,
freeplay.h	13	UNUSE_OBJ12,
freeplay.h	14	UNUSE_OBJ13,
freeplay.h	15	UNUSE_OBJ14,
freeplay.h	16	UNUSE_OBJ15,
freeplay.h	17	UNUSE_OBJ16,
freeplay.h	18	UNUSE_OBJ17,
freeplay.h	19	UNUSE_OBJ18,
freeplay.h	20	UNUSE_OBJ19,
freeplay.h	21	UNUSE_OBJ20,
freeplay.h	22	UNUSE_OBJ21,
freeplay.h	23	UNUSE_OBJ22,
freeplay.h	24	UNUSE_OBJ23,
freeplay.h	25	UNUSE_OBJ24,
freeplay.h	26	UNUSE_OBJ25,
freeplay.h	27	UNUSE_OBJ26,
freeplay.h	28	UNUSE_OBJ27,
freeplay.h	29	UNUSE_OBJ28,
freeplay.h	30	UNUSE_OBJ29,
freeplay.h	31	UNUSE_OBJ30,
freeplay.h	32	UNUSE_OBJ31,
freeplay.h	33	UNUSE_OBJ32,
freeplay.h	34	UNUSE_OBJ33,
freeplay.h	35	UNUSE_OBJ34,
freeplay.h	36	COMPANY_NAME,
freeplay.h	37	COMPANY_SNAME,
freeplay.h	38	COMPANY_N,
freeplay.h	39	COMPANY_S,
freeplay.h	40	COLOR,
freeplay.h	41	AGENT_COLOR,
freeplay.h	42	CHOOSE_COLOR,
freeplay.h	43	WIN_CONDITION,
freeplay.h	44	WIN_CONDITION1_OK,
freeplay.h	45	WIN_CONDITION2_OK,
freeplay.h	46	WIN_CONDITION3_OK,
freeplay.h	47	WIN_CONDITION4_OK,
