文件	行号	类型	文本
Mur.csv	94	数值	-20
Mur.csv	94	数值	-20
Mur.csv	94	数值	-20
Mur.csv	94	数值	-20
Mur.csv	94	数值	-20
Mur.csv	94	数值	-40
Mur.csv	94	数值	-20
Mur.csv	94	数值	-40
Mur.csv	94	数值	-20
Mur.csv	94	数值	-20
Mur.csv	94	数值	-20
Mur.csv	94	数值	-60
Mur.csv	94	数值	-60
Mur.csv	94	数值	-60
Mur.csv	94	数值	60
Mur.csv	94	数值	60
Mur.csv	94	数值	20
Mur.csv	94	数值	-40
Mur.csv	94	数值	-40
Mur.csv	94	数值	-40
Mur.csv	94	数值	-20
Mur.csv	94	数值	-20
Mur.csv	94	数值	-20
Mur.csv	95	中文	文具
Mur.csv	95	数值	092
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-20
Mur.csv	95	数值	-60
Mur.csv	95	数值	-60
Mur.csv	95	数值	-20
Mur.csv	95	数值	-20
Mur.csv	95	数值	-20
Mur.csv	95	数值	-20
Mur.csv	95	数值	-20
Mur.csv	95	数值	-20
Mur.csv	95	数值	-40
Mur.csv	95	数值	-20
Mur.csv	95	数值	-40
Mur.csv	95	数值	-20
Mur.csv	95	数值	-20
Mur.csv	95	数值	-20
Mur.csv	95	数值	-60
Mur.csv	95	数值	-60
Mur.csv	95	数值	-60
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-40
Mur.csv	95	数值	-20
Mur.csv	95	数值	-20
Mur.csv	95	数值	-20
Mur.csv	96	中文	鍵盤
Mur.csv	96	数值	093
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-80
Mur.csv	96	数值	-80
Mur.csv	96	数值	-80
Mur.csv	96	数值	-80
Mur.csv	96	数值	-80
Mur.csv	96	数值	-80
Mur.csv	96	数值	-40
Mur.csv	96	数值	-20
Mur.csv	96	数值	-60
Mur.csv	96	数值	-60
Mur.csv	96	数值	-20
Mur.csv	96	数值	-20
Mur.csv	96	数值	-20
Mur.csv	96	数值	-20
Mur.csv	96	数值	-20
Mur.csv	96	数值	-20
Mur.csv	96	数值	-40
Mur.csv	96	数值	-20
Mur.csv	96	数值	-40
Mur.csv	96	数值	-20
Mur.csv	96	数值	-20
Mur.csv	96	数值	-20
Mur.csv	96	数值	-60
Mur.csv	96	数值	-60
Mur.csv	96	数值	-60
Mur.csv	96	数值	60
Mur.csv	96	数值	60
Mur.csv	96	数值	99
Mur.csv	96	数值	99
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-40
Mur.csv	96	数值	-20
Mur.csv	96	数值	-20
Mur.csv	96	数值	-20
Mur.csv	97	中文	浴缸
Mur.csv	97	数值	094
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-10
Mur.csv	97	数值	-80
Mur.csv	97	数值	-80
Mur.csv	97	数值	-80
Mur.csv	97	数值	-80
Mur.csv	97	数值	-80
Mur.csv	97	数值	-80
Mur.csv	97	数值	-40
Mur.csv	97	数值	-20
Mur.csv	97	数值	-60
Mur.csv	97	数值	-60
Mur.csv	97	数值	-20
Mur.csv	97	数值	-20
Mur.csv	97	数值	-20
Mur.csv	97	数值	-20
Mur.csv	97	数值	-20
Mur.csv	97	数值	-20
Mur.csv	97	数值	-40
Mur.csv	97	数值	-20
Mur.csv	97	数值	-40
Mur.csv	97	数值	-20
Mur.csv	97	数值	-20
Mur.csv	97	数值	-20
Mur.csv	97	数值	-60
Mur.csv	97	数值	-60
Mur.csv	97	数值	-60
Mur.csv	97	数值	-40
Mur.csv	97	数值	-40
Mur.csv	97	数值	-40
Mur.csv	97	数值	-20
Mur.csv	97	数值	-20
Mur.csv	97	数值	-20
Mur.csv	98	中文	滑鼠
Mur.csv	98	数值	095
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-80
Mur.csv	98	数值	-80
Mur.csv	98	数值	-80
Mur.csv	98	数值	-80
Mur.csv	98	数值	-80
Mur.csv	98	数值	-80
Mur.csv	98	数值	-40
Mur.csv	98	数值	-20
Mur.csv	98	数值	-60
Mur.csv	98	数值	-60
Mur.csv	98	数值	-20
Mur.csv	98	数值	-20
Mur.csv	98	数值	-20
Mur.csv	98	数值	-20
Mur.csv	98	数值	-20
Mur.csv	98	数值	-20
Mur.csv	98	数值	-40
Mur.csv	98	数值	-20
Mur.csv	98	数值	-40
Mur.csv	98	数值	-20
Mur.csv	98	数值	-20
Mur.csv	98	数值	-20
Mur.csv	98	数值	-60
Mur.csv	98	数值	-60
Mur.csv	98	数值	-60
Mur.csv	98	数值	60
Mur.csv	98	数值	60
Mur.csv	98	数值	99
Mur.csv	98	数值	99
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-40
Mur.csv	98	数值	-20
Mur.csv	98	数值	-20
Mur.csv	98	数值	-20
Mur.csv	99	中文	玩具
Mur.csv	99	数值	096
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-99
Mur.csv	99	数值	-20
Mur.csv	99	数值	-10
Mur.csv	99	数值	-10
Mur.csv	99	数值	-10
Mur.csv	99	数值	-40
Mur.csv	99	数值	-20
Mur.csv	99	数值	-60
Mur.csv	99	数值	-60
Mur.csv	99	数值	-20
Mur.csv	99	数值	-20
Mur.csv	99	数值	-20
Mur.csv	99	数值	-20
Mur.csv	99	数值	-20
Mur.csv	99	数值	-20
Mur.csv	99	数值	-40
Mur.csv	99	数值	-20
Mur.csv	99	数值	-40
Mur.csv	99	数值	-20
Mur.csv	99	数值	-20
Mur.csv	99	数值	-20
Mur.csv	99	数值	-60
Mur.csv	99	数值	-60
Mur.csv	99	数值	-60
Mur.csv	99	数值	10
Mur.csv	99	数值	20
Mur.csv	99	数值	-10
Mur.csv	99	数值	10
Mur.csv	99	数值	10
Mur.csv	99	数值	10
Mur.csv	99	数值	-80
Mur.csv	99	数值	-80
Mur.csv	99	数值	-80
Mur.csv	99	数值	-40
Mur.csv	99	数值	-40
Mur.csv	99	数值	-40
Mur.csv	100	中文	飾品
Mur.csv	100	数值	097
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-99
Mur.csv	100	数值	-20
Mur.csv	100	数值	-10
Mur.csv	100	数值	-10
Mur.csv	100	数值	-10
Mur.csv	100	数值	-40
Mur.csv	100	数值	-20
Mur.csv	100	数值	-60
Mur.csv	100	数值	-60
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-40
Mur.csv	100	数值	-20
Mur.csv	100	数值	-40
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-60
Mur.csv	100	数值	-60
Mur.csv	100	数值	-60
Mur.csv	100	数值	20
Mur.csv	100	数值	20
Mur.csv	100	数值	20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-20
Mur.csv	100	数值	-10
Mur.csv	100	数值	60
Mur.csv	100	数值	20
Mur.csv	100	数值	-80
Mur.csv	100	数值	-80
Mur.csv	100	数值	-80
Mur.csv	100	数值	-40
Mur.csv	100	数值	-40
Mur.csv	100	数值	-40
Mur.csv	101	中文	手錶
Mur.csv	101	数值	098
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-99
Mur.csv	101	数值	-20
Mur.csv	101	数值	-10
Mur.csv	101	数值	-10
Mur.csv	101	数值	-10
Mur.csv	101	数值	-40
Mur.csv	101	数值	-20
Mur.csv	101	数值	-60
Mur.csv	101	数值	-60
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-40
Mur.csv	101	数值	-20
Mur.csv	101	数值	-40
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-60
Mur.csv	101	数值	-60
Mur.csv	101	数值	-60
Mur.csv	101	数值	20
Mur.csv	101	数值	20
Mur.csv	101	数值	20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	-20
Mur.csv	101	数值	10
Mur.csv	101	数值	-10
Mur.csv	101	数值	10
Mur.csv	101	数值	60
Mur.csv	101	数值	40
Mur.csv	101	数值	-80
Mur.csv	101	数值	-80
Mur.csv	101	数值	-80
Mur.csv	101	数值	-40
Mur.csv	101	数值	-40
Mur.csv	101	数值	-40
Mur.csv	102	中文	相機
Mur.csv	102	数值	099
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-99
Mur.csv	102	数值	-20
Mur.csv	102	数值	-10
Mur.csv	102	数值	-10
Mur.csv	102	数值	-10
Mur.csv	102	数值	-40
Mur.csv	102	数值	-20
Mur.csv	102	数值	-60
Mur.csv	102	数值	-60
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	-40
Mur.csv	102	数值	-20
Mur.csv	102	数值	-40
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	-60
Mur.csv	102	数值	-60
Mur.csv	102	数值	-60
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	-20
Mur.csv	102	数值	60
Mur.csv	102	数值	-10
Mur.csv	102	数值	10
Mur.csv	102	数值	20
Mur.csv	102	数值	40
Mur.csv	102	数值	-80
Mur.csv	102	数值	-80
Mur.csv	102	数值	-80
Mur.csv	102	数值	-40
Mur.csv	102	数值	-40
Mur.csv	102	数值	-40
Mur.csv	103	中文	引擎
Mur.csv	103	数值	100
Mur.csv	104	中文	輪胎
Mur.csv	104	数值	101
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-20
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-20
Mur.csv	104	数值	-20
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	-40
Mur.csv	104	数值	10
Mur.csv	104	数值	60
Mur.csv	104	数值	80
Mur.csv	104	数值	80
Mur.csv	104	数值	80
Mur.csv	105	中文	車體
Mur.csv	105	数值	102
Mur.csv	106	中文	單車
Mur.csv	106	数值	103
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-20
Mur.csv	106	数值	-40
Mur.csv	106	数值	-40
Mur.csv	106	数值	-40
Mur.csv	106	数值	-40
Mur.csv	106	数值	-40
Mur.csv	106	数值	-40
Mur.csv	106	数值	-20
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-20
Mur.csv	106	数值	-20
Mur.csv	106	数值	-20
Mur.csv	106	数值	-20
Mur.csv	106	数值	-20
Mur.csv	106	数值	-20
Mur.csv	106	数值	-40
Mur.csv	106	数值	-20
Mur.csv	106	数值	-40
Mur.csv	106	数值	-20
Mur.csv	106	数值	-20
Mur.csv	106	数值	-20
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-60
Mur.csv	106	数值	-20
Mur.csv	106	数值	10
Mur.csv	106	数值	10
Mur.csv	106	数值	10
Mur.csv	107	中文	機車
Mur.csv	107	数值	104
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-40
Mur.csv	107	数值	-80
Mur.csv	107	数值	-80
Mur.csv	107	数值	-80
Mur.csv	107	数值	-80
Mur.csv	107	数值	-80
Mur.csv	107	数值	-40
Mur.csv	107	数值	-20
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-20
Mur.csv	107	数值	-20
Mur.csv	107	数值	-20
Mur.csv	107	数值	-20
Mur.csv	107	数值	-20
Mur.csv	107	数值	-20
Mur.csv	107	数值	-40
Mur.csv	107	数值	-20
Mur.csv	107	数值	-40
Mur.csv	107	数值	-20
Mur.csv	107	数值	-20
Mur.csv	107	数值	-20
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-60
Mur.csv	107	数值	-20
Mur.csv	107	数值	10
Mur.csv	107	数值	10
Mur.csv	107	数值	10
Mur.csv	107	数值	10
Mur.csv	108	中文	汽車
Mur.csv	108	数值	105
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-60
Mur.csv	108	数值	-99
Mur.csv	108	数值	-99
Mur.csv	108	数值	-99
Mur.csv	108	数值	-99
Mur.csv	108	数值	-99
Mur.csv	108	数值	-60
Mur.csv	108	数值	-40
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-40
Mur.csv	108	数值	-40
Mur.csv	108	数值	-40
Mur.csv	108	数值	-40
Mur.csv	108	数值	-40
Mur.csv	108	数值	-40
Mur.csv	108	数值	-60
Mur.csv	108	数值	-40
Mur.csv	108	数值	-60
Mur.csv	108	数值	-40
Mur.csv	108	数值	-40
Mur.csv	108	数值	-40
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	-80
Mur.csv	108	数值	10
Mur.csv	108	数值	10
Mur.csv	108	数值	10
Mur.csv	108	数值	10
Mur.csv	108	数值	-20
Mur.csv	108	数值	10
Mur.csv	108	数值	10
Mur.csv	108	数值	10
People_type.csv	1	中文	物種編號
People_type.csv	1	中文	發呆圖
People_type.csv	1	中文	種類
People_type.csv	1	中文	出現年代
People_type.csv	1	中文	消失年代
People_type.csv	2	数值	21
People_type.csv	2	中文	管理者
People_type.csv	2	数值	1950
People_type.csv	2	数值	1980
People_type.csv	3	数值	25
People_type.csv	3	中文	管理者
People_type.csv	3	数值	1980
People_type.csv	3	数值	2000
People_type.csv	4	数值	29
People_type.csv	4	中文	管理者
People_type.csv	4	数值	2000
People_type.csv	4	数值	9999
People_type.csv	5	数值	33
People_type.csv	5	中文	工人
People_type.csv	5	数值	1950
People_type.csv	5	数值	1980
People_type.csv	6	数值	37
People_type.csv	6	中文	工人
People_type.csv	6	数值	1980
People_type.csv	6	数值	2000
People_type.csv	7	数值	41
People_type.csv	7	中文	工人
People_type.csv	7	数值	2000
People_type.csv	7	数值	9999
People_type.csv	8	数值	391
People_type.csv	8	中文	顧客
People_type.csv	9	数值	393
People_type.csv	9	中文	顧客
People_type.csv	10	数值	395
People_type.csv	10	中文	顧客
People_type.csv	11	数值	397
People_type.csv	11	中文	顧客
Stages.csv	1	中文	編號
Stages.csv	1	中文	關卡存檔
Stages.csv	1	中文	關卡名稱
Stages.csv	1	中文	開始
Stages.csv	1	中文	結束
Stages.csv	1	中文	玩家資金
Stages.csv	1	中文	銀行貸款
Stages.csv	1	中文	AI基本資金
Stages.csv	1	中文	難度
Stages.csv	1	中文	基本分數
Stages.csv	1	中文	人口密度
Stages.csv	1	中文	土地價格
Stages.csv	1	中文	平均工資
Stages.csv	1	中文	消費能力
Stages.csv	1	中文	人口總數
Stages.csv	1	中文	居住人口
Stages.csv	1	中文	工作人口
Stages.csv	1	中文	活動人口
Stages.csv	1	中文	學生人口
Stages.csv	1	ASCII	AI1
Stages.csv	1	ASCII	AI2
Stages.csv	1	ASCII	AI3
Stages.csv	1	ASCII	AI4
Stages.csv	1	ASCII	AI5
Stages.csv	1	ASCII	AI6
Stages.csv	1	中文	任務說明
Stages.csv	1	中文	年獲利目標
Stages.csv	1	中文	資產目標
Stages.csv	1	中文	現金目標
Stages.csv	1	中文	清償貸款目標
Stages.csv	1	中文	產品問世目標
Stages.csv	1	中文	人氣商場目標
Stages.csv	1	中文	機器目標
Stages.csv	1	中文	產品目標
Stages.csv	1	中文	滿意度目標
Stages.csv	1	中文	產業目標
Stages.csv	1	中文	產業年營收
Stages.csv	1	中文	需求等級
Stages.csv	1	中文	貸款功能
Stages.csv	1	中文	長房長地功能
Stages.csv	1	中文	長礦功能
Stages.csv	1	中文	零售倍數限制
Stages.csv	1	中文	消費指數
Stages.csv	1	中文	地圖編號
Stages.csv	1	中文	城市Ｘ
Stages.csv	1	中文	城市Ｙ
Stages.csv	1	中文	目標文字
Stages.csv	1	中文	教學
Stages.csv	2	数值	00
Stages.csv	2	ASCII	StageT0.stg
Stages.csv	2	中文	教學關卡一
Stages.csv	2	数值	1950
Stages.csv	2	数值	1960
Stages.csv	2	数值	3000000
Stages.csv	2	数值	100000
Stages.csv	2	数值	1000
Stages.csv	2	数值	6170
Stages.csv	2	数值	1440
Stages.csv	2	数值	2650
Stages.csv	2	数值	2080
Stages.csv	2	数值	1950
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	中文	本關主要目的在於學習如何蓋礦場，只要蓋好一座木材礦場就能完成任務。提示：您必須利用縮圖功能找出地圖中所有木材礦，考慮手中的現金後，購買其中一座木材礦，並且將木材礦興建成為礦場。
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	-1
Stages.csv	2	数值	100
Stages.csv	2	数值	100
Stages.csv	3	数值	01
Stages.csv	3	ASCII	StageT1.stg
Stages.csv	3	中文	教學關卡二
Stages.csv	3	数值	1950
Stages.csv	3	数值	1960
Stages.csv	3	数值	2000000
Stages.csv	3	数值	100000
Stages.csv	3	数值	1000
Stages.csv	3	数值	6170
Stages.csv	3	数值	1440
Stages.csv	3	数值	2650
Stages.csv	3	数值	2080
Stages.csv	3	数值	1950
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	中文	本關主要目的在於學習如何採礦，只要生產出30箱木材就能完成任務。提示：在礦苗旁邊擺上採礦機後，僱用工人，並且分配工人到採礦機上工作，同時在廠房內擺上足夠的棧板，工人會開始採礦，並且將採出的礦放在棧板上。
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	-1
Stages.csv	3	数值	100
Stages.csv	3	数值	100
Stages.csv	4	数值	02
Stages.csv	4	ASCII	StageT2.stg
Stages.csv	4	中文	教學關卡三
Stages.csv	4	数值	1950
Stages.csv	4	数值	1960
Stages.csv	4	数值	4500000
Stages.csv	4	数值	100000
Stages.csv	4	数值	1000
Stages.csv	4	数值	6170
Stages.csv	4	数值	1440
Stages.csv	4	数值	2650
Stages.csv	4	数值	2080
Stages.csv	4	数值	1950
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	中文	本關主要目的在於學習如何進行加工，只要生產出20箱的紙就能完成任務。提示：購買一台加工機，僱用管理者及工人，並且分配到加工機上，擺上合適的棧板後，機器就會開始運作，生產出來的紙將會放在您所指定顏色的棧板上。
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	-1
Stages.csv	4	数值	100
Stages.csv	4	数值	100
Stages.csv	5	数值	03
Stages.csv	5	ASCII	StageT3.stg
Stages.csv	5	中文	教學關卡四
Stages.csv	5	数值	1950
Stages.csv	5	数值	1960
Stages.csv	5	数值	1000000
Stages.csv	5	数值	100000
Stages.csv	5	数值	1000
Stages.csv	5	数值	6170
Stages.csv	5	数值	1440
Stages.csv	5	数值	2650
Stages.csv	5	数值	2080
Stages.csv	5	数值	1950
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	中文	本關主要目的在於學習如何向其他企業進貨，只要順利購入20箱鋁就能完成任務。提示：在工廠調整採購項目，將鋁設為正常採購，同時擺上足夠的棧板，接著調整薪資增加一名外務員，在主地圖中將外務員放在鋁礦場附近，將著廠房就會開始採購鋁了。
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	-1
Stages.csv	5	数值	100
Stages.csv	5	数值	100
Stages.csv	6	数值	04
Stages.csv	6	ASCII	StageT4.stg
Stages.csv	6	中文	教學關卡五
Stages.csv	6	数值	1950
Stages.csv	6	数值	1960
Stages.csv	6	数值	3500000
Stages.csv	6	数值	100000
Stages.csv	6	数值	1000
Stages.csv	6	数值	6170
Stages.csv	6	数值	1440
Stages.csv	6	数值	2650
Stages.csv	6	数值	2080
Stages.csv	6	数值	1950
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	中文	本關主要目的在於學習如何利用採購的原料進行加工，只要生產15箱書桌就能完成任務。提示：在廠房內放置一台木工機，設好生產項目及棧板顏色，並在廠房中擺設足夠的棧板、為木工機配置足夠的人員，只要持續供應木材和鋁，就能生產出15箱書桌。
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
Stages.csv	6	数值	-1
